,SITE_ID,DESIGN_YR,AGGR_ECO3_2015,AGGR_ECO9_2015,AREA_HA,AREACLS,BORD_LAKE,CAT_UNIQUE,CH0712_CAT,CH0712_USE,CH0712_WGT,CNTYNAME,COMID2007,COMID2012,COMIDS2007,DES_FTYPE,DSGN12,ELEVATION,EPA_REG,EVAL_NAME,EVALSTAT,FEOW_ID,FS_EW,FW_ECO3,FW_ECO9,GNIS_ID,GNIS_NAME,HUC2,HUC8,LAKE_ORIGIN,LAKE_ORIGIN12,LAT_DD83,LON_DD83,MAJ_BASIN,MDCATY,MISS_BASIN,NA_L1CODE,NA_L2CODE,NA_L3CODE,NARS_NAME,NES_LAKE,NESLAKE_ID,NESSTORET,OWN_TYPE,OWNSHP,PANEL,PERIM_KM,RCHCODE,RT_NLA12,SITEID_07,SITESAMP,SITETYPE,SIZE_CLASS,ST_DSGN,ST_MDCATY,ST_PANEL,ST_SITEID,ST_STRATUM,ST_WGT_ALL,ST_WGT_CAT,ST_WGT_DSGN,STATE,STATE_NLA,STATE_PCNT,STATECTY,STATUS,STATUS_ST,STRATUM,TNT,TNT_ST,URBAN,US_L3CODE,US_L3CODE_2015,US_L4CODE,US_L4CODE_2015,WGT_ALL,WGT_CAT,WGT_DSGN,XCOORD,YCOORD,RDis_IX,VERTDD,HORIZDD,LitCvrQc3OE,LitRipCvrQc3OE,RVegQc3OE,MICX,B_G_DENS,CHLA,PTL,NTL,TROPHIC_STATE,SEDHG_TOT_TOP,SEDHG_MTH_TOP,MMI_BENT_NLA12,DO2_2M,DIS_O2_CLS,TURB,RVEG_COND,LITCVR_COND,LITRIPCVR_COND,RDIS_COND,DRAWDOWN_COND,MICX_DETECT,MICX_REC,CYNX_REC,CHLX_REC,PTL_COND,NTL_COND,CHLA_COND,SEDHG_TOT_TOP_COND,SEDHG_MTH_TOP_COND,BENT_COND,TURB_COND,REVSAMP_0712
1704,NLA12_ND-155,2012,PLNLOW,NPL,89.19401757,D:50-100,No,NLA12NEW,NLA12_BASE,Include,15.3598521,MOUNTRAIL,21532268,21532268,21532268,Lake/Pond: Hydrographic Category = Perennial,Included,645.14,Region_8,Unnamed,TargetSampleable,142,,PLNLOW,NPL,NA,,10,10110101,NATURAL,NATURAL,48.35144139,-102.1406782,10,NPL_>50,Yes,9,9.3,9.3.1,,,,,Non Federal,Non-Federal,OverSamp,4.246928014,1.01101E+13,T,,Y,PROB,>50,NA,NA,,NLA12_ND-155,ND_NLA12NEW,0,,0,ND,ND,100,38061,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,42,42,42d,42d,15.3598521,ND_>4,96.33333333,-459233.1831,1224947.267,0.878683386,0,0,0.085082226,0.078133373,0.089314065,0.87197,12493.2998,0.708,3590,5119,Oligotrophic,19.71,0.08,16.7,5.25,High (>=5 Ppm),1.98,Poor,Poor,Poor,Poor,Small,Detect,Low,Low,Low,Poor,Poor,Good,Low,Low,Poor,Good,N
1705,NLA12_ND-156,2012,PLNLOW,NPL,104.9303077,E:100-500,No,NLA12NEW,NLA12_BASE,Include,14.22247897,STUTSMAN,11496676,11496676,11496676,Lake/Pond: Hydrographic Category = Perennial,Included,582.32,Region_8,Unnamed,TargetSampleable,143,,PLNLOW,NPL,NA,,10,10160002,NATURAL,NATURAL,47.17037042,-99.24800631,10,"NPL_(20,50]",Yes,9,9.3,9.3.1,,,,,Non Federal,Non-Federal,OverSamp,11.14481722,1.016E+13,T,,Y,PROB,>50,NA,NA,,NLA12_ND-156,ND_NLA12NEW,0,,0,ND,ND,100,38093,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,42,42,42a,42a,14.22247897,ND_>4,89.2,-247479.5798,1083981.852,0.871259843,0,0,0.75618949,0.223203709,0,2.09514,1260323.802,78.56,432,3590,Hypereutrophic,58.22,0.37,34.6,8.38,High (>=5 Ppm),23.56,Poor,Good,Poor,Poor,Small,Detect,Low,High,High,Poor,Poor,Good,Medium,Low,Fair,Good,N
1706,NLA12_ND-160,2012,PLNLOW,NPL,35.57997894,C:10-50,No,NLA12NEW,NLA12_BASE,Include,14.22247897,KIDDER,14679932,14679932,14679932,Lake/Pond: Hydrographic Category = Perennial,Included,540.21,Region_8,Unnamed,TargetSampleable,142,,PLNLOW,NPL,NA,,10,10130103,NATURAL,NATURAL,47.17341262,-99.77111166,10,"NPL_(20,50]",Yes,9,9.3,9.3.1,,,,,Non Federal,Non-Federal,OverSamp,2.557772717,1.01301E+13,S,,Y,PROB,"(20,50]",NA,NA,,NLA12_ND-160,ND_NLA12NEW,0,,0,ND,ND,100,38043,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,42,42,42b,42b,14.22247897,ND_>4,89.2,-287304.4087,1085789.932,0.504761905,0,0,0.191224928,1.069950643,1.70729685,0.10947,331.9884,7.24,53,1981,Eutrophic,49.24,0.44,NA,6.9,High (>=5 Ppm),2.01,Good,Poor,Good,Fair,Small,Detect,Low,Low,Low,Good,Poor,Good,Low,Low,Not Assessed,Good,N
1707,NLA12_ND-162,2012,PLNLOW,TPL,41.83065494,C:10-50,No,NLA12NEW,NLA12_BASE,Include,67.92349821,ROLETTE,14158688,14158688,14158688,Lake/Pond: Hydrographic Category = Perennial,Included,485.31,Region_8,Wright Lake,TargetSampleable,109,,PLNLOW,TPL,1032886,Wright Lake,9,9010004,NATURAL,NATURAL,48.55085513,-99.92530218,9,"OTH_(20,50]",No,9,9.2,9.2.1,Wright Lake,,,,Non Federal,Waterfowl Production Area FWS,OverSamp,2.707022555,9.01E+12,S,,Y,PROB,"(20,50]",NA,NA,,NLA12_ND-162,ND_NLA12NEW,0,,0,ND,ND,100,38079,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,46,46,46f,46f,67.92349821,ND_>4,426,-292769.7508,1238104.549,0.806542056,0,0,0.760189082,0.263561845,0.065996349,2.3696,355420.6361,21.6,88,1958,Eutrophic,45.26,0.31,30.3,10.89,High (>=5 Ppm),10.77,Poor,Good,Poor,Poor,Small,Detect,Low,High,Moderate,Poor,Poor,Fair,Low,Low,Fair,Good,N
1708,NLA12_ND-163,2012,PLNLOW,NPL,3.787580957,A:1-4,No,NLA12NEW,NLA12_BASE,Exclude,146.2371257,GOLDEN VALLEY,14566900,14566900,14566900,Lake/Pond: Hydrographic Category = Perennial,Included,907.4,Region_8,Unnamed,TargetSampleable,142,,PLNLOW,NPL,NA,,10,10110203,MAN_MADE,RESERVOIR,46.54392165,-104.028258,10,"NPL_(1,4]",Yes,9,9.3,9.3.3,,,,,Non Federal,National Grassland FS,OverSamp,1.058925551,1.01102E+13,S,,Y,PROB,"(1,4]",NA,NA,,NLA12_ND-163,ND_NLA12NEW,0,,0,ND,ND,100,38033,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,43,43,43a,43a,146.2371257,"ND_(1,4]",300.125,-616951.1,1036473.61,0.920634921,0,0,0.517885432,0.335876902,0.226593831,4.80321,429594.1675,27.2,138,1953,Eutrophic,50.75,0.46,44.2,9.1,High (>=5 Ppm),12.53,Poor,Fair,Poor,Poor,Small,Detect,Low,High,Moderate,Poor,Poor,Good,Medium,Low,Good,Good,N
1709,NLA12_ND-164,2012,PLNLOW,NPL,38.88659889,C:10-50,No,NLA12NEW,NLA12_BASE,Include,14.22247897,STUTSMAN,11497056,11497056,11497056,Lake/Pond: Hydrographic Category = Perennial,Included,553.58,Region_8,Unnamed,TargetSampleable,143,,PLNLOW,NPL,NA,,10,10160002,NATURAL,NATURAL,47.13839584,-99.13252314,10,"NPL_(20,50]",Yes,9,9.3,9.3.1,,,,,Non Federal,Non-Federal,OverSamp,3.316656794,1.016E+13,S,,Y,PROB,"(20,50]",NA,NA,,NLA12_ND-164,ND_NLA12NEW,0,,0,ND,ND,100,38093,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,42,42,42a,42a,14.22247897,ND_>4,89.2,-238800.2161,1080151.885,0.728571429,0,0,0.312495643,0.627098172,0.900993632,0.60725,265369.4149,39.4893617,333,3373,Hypereutrophic,49.02,2.1,20.7,6.37,High (>=5 Ppm),29.14,Good,Fair,Fair,Fair,Small,Detect,Low,High,Moderate,Poor,Poor,Good,Low,High,Poor,Good,N
1710,NLA12_ND-167,2012,PLNLOW,NPL,43.28055482,C:10-50,No,NLA12NEW,NLA12_BASE,Include,14.22247897,MCLEAN,14520261,14520261,14520261,Lake/Pond: Hydrographic Category = Perennial,Included,553.3,Region_8,Fisher Lake,TargetSampleable,142,,PLNLOW,NPL,NA,,10,10130101,NATURAL,NATURAL,47.3986724,-100.8114446,10,"NPL_(20,50]",Yes,9,9.3,9.3.1,,,,,Non Federal,Non-Federal,OverSamp,3.783848465,1.01301E+13,S,,Y,PROB,"(20,50]",NA,NA,,NLA12_ND-167,ND_NLA12NEW,0,,0,ND,ND,100,38055,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,42,42,42a,42a,14.22247897,ND_>4,89.2,-365242.096,1114240.19,0.928571429,0,0,0.066659863,0.019675926,0,0.3041,208285.8495,42.576,322,3775,Hypereutrophic,33.49,0.51,11.9,11.15,High (>=5 Ppm),15.57,Poor,Poor,Poor,Poor,Small,Detect,Low,High,Moderate,Poor,Poor,Good,Low,Medium,Poor,Good,N
1711,NLA12_ND-172,2012,PLNLOW,NPL,194.205161,E:100-500,No,NLA12NEW,NLA12_BASE,Include,14.22247897,STUTSMAN,11496272,11496272,11496272,Lake/Pond: Hydrographic Category = Perennial,Included,563.54,Region_8,Meander Lake,TargetSampleable,143,,PLNLOW,NPL,1030169,Meander Lake,10,10160002,NATURAL,NATURAL,47.20188944,-99.35239064,10,"NPL_(20,50]",Yes,9,9.3,9.3.1,Meander Lake,,,,Non Federal,Non-Federal,OverSamp,14.57879756,1.016E+13,S,,Y,PROB,>50,NA,NA,,NLA12_ND-172,ND_NLA12NEW,0,,0,ND,ND,100,38093,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,42,42,42a,42a,14.22247897,ND_>4,89.2,-255306.8855,1087741.625,0.500746269,0,0,0.768692562,0.2870364,0.101312121,0.90428,302803.696,82.24,317,2713,Hypereutrophic,53.44,1.1,31.3,8.43,High (>=5 Ppm),30.32,Poor,Good,Poor,Fair,Small,Detect,Low,High,High,Poor,Poor,Poor,Medium,High,Fair,Fair,N
1712,NLA12_ND-173,2012,PLNLOW,NPL,69.8099082,D:50-100,No,NLA12NEW,NLA12_BASE,Include,15.3598521,LOGAN,14665815,14665815,14665815,Lake/Pond: Hydrographic Category = Perennial,Included,581.73,Region_8,Unnamed,TargetSampleable,142,,PLNLOW,NPL,NA,,10,10130104,NATURAL,NATURAL,46.40002555,-99.28218473,10,NPL_>50,Yes,9,9.3,9.3.1,,,,,Non Federal,Non-Federal,OverSamp,5.175598519,1.01301E+13,S,,Y,PROB,>50,NA,NA,,NLA12_ND-173,ND_NLA12NEW,0,,0,ND,ND,100,38047,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,42,42,42b,42b,15.3598521,ND_>4,96.33333333,-253028.3107,998818.741,0.662280702,0,0,0.148118217,0.043719909,0,0.8401,21071.9301,3.004,81,1831,Mesotrophic,38.6,1.3,46.9,7.39,High (>=5 Ppm),1.59,Poor,Poor,Poor,Fair,Small,Detect,Low,Moderate,Low,Fair,Poor,Good,Low,High,Good,Good,N
1713,NLA12_ND-178,2012,PLNLOW,TPL,38.29298202,C:10-50,No,NLA12NEW,NLA12_BASE,Include,67.92349821,ROLETTE,14411847,14411847,14411847,Lake/Pond: Hydrographic Category = Perennial,Included,650.57,Region_8,Gravel Lake,TargetSampleable,109,,PLNLOW,TPL,1029230,Gravel Lake,9,9020313,NATURAL,NATURAL,48.95477319,-99.83321117,9,"OTH_(20,50]",No,9,9.2,9.2.1,Gravel Lake,,,,Non Federal,Non-Federal,OverSamp,3.579561189,9.02031E+12,R,,Y,PROB,"(20,50]",NA,NA,,NLA12_ND-178,ND_NLA12NEW,0,,0,ND,ND,100,38079,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,46,46,46b,46b,67.92349821,ND_>4,426,-284114.0539,1282198.542,0.18872549,0,0,0.713260538,1.074994239,1.456223783,0.12086,4018.3127,2.868,51,950,Mesotrophic,122.17,1,54.4,10.37,High (>=5 Ppm),0.89,Good,Good,Good,Good,Small,Detect,Low,Low,Low,Fair,Good,Fair,Medium,High,Good,Good,N
1714,NLA12_ND-187,2012,PLNLOW,NPL,74.15216134,D:50-100,No,NLA12NEW,NLA12_BASE,Include,15.3598521,WARD,21536298,21536276,21536298,Lake/Pond: Hydrographic Category = Perennial,Included,620.39,Region_8,Rice Lake,TargetSampleable,142,,PLNLOW,NPL,1030894,Rice Lake,10,10110101,NATURAL,NATURAL,48.00697014,-101.5324187,10,NPL_>50,Yes,9,9.3,9.3.1,Rice Lake,,,,Non Federal,Non-Federal,OverSamp,5.315700155,1.01101E+13,T,,Y,PROB,>50,NA,NA,,NLA12_ND-187,ND_NLA12NEW,0,,0,ND,ND,100,38101,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,42,42,42b,42b,15.3598521,ND_>4,96.33333333,-416007.128,1184256.981,0.9430019,0,0,1.040259049,1.014036924,1.190946642,0.23839,73.7752,7.04,43,1054,Eutrophic,41.96,0.31,36.5,8.47,High (>=5 Ppm),1.91,Good,Good,Good,Poor,Small,Detect,Low,Low,Low,Good,Fair,Good,Low,Low,Fair,Good,N
1715,NLA12_ND-190,2012,PLNLOW,TPL,16.46536508,C:10-50,No,NLA12NEW,NLA12_BASE,Include,44.96344247,TOWNER,14286595,14286595,14286595,Lake/Pond: Hydrographic Category = Perennial,Included,448.41,Region_8,Unnamed,TargetSampleable,109,,PLNLOW,TPL,NA,,9,9020201,NATURAL,NATURAL,48.54728662,-99.18516789,9,"OTH_(10,20]",No,9,9.2,9.2.1,,,,,Non Federal,Non-Federal,OverSamp,1.54301486,9.0202E+12,S,,Y,PROB,"(10,20]",NA,NA,,NLA12_ND-190,ND_NLA12NEW,0,,0,ND,ND,100,38095,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,46,46,46c,46c,44.96344247,ND_>4,282,-237602.8639,1235646.814,0.735714286,0,0,0.439955098,1.754008397,2.735947187,2.98671,321106.583,229.7142857,359,4781,Hypereutrophic,48.61,0.34,45.9,8.5,High (>=5 Ppm),41.55,Good,Fair,Good,Fair,Small,Detect,Low,High,High,Poor,Poor,Poor,Low,Low,Good,Fair,N
1716,NLA12_ND-193,2012,PLNLOW,NPL,45.10079929,C:10-50,No,NLA12NEW,NLA12_BASE,Include,14.22247897,STUTSMAN,11497756,11497756,11497756,Lake/Pond: Hydrographic Category = Perennial,Included,550.62,Region_8,Fischer Lake,TargetSampleable,143,,PLNLOW,NPL,1028968,Fischer Lake,10,10160002,NATURAL,NATURAL,47.08352059,-99.22730879,10,"NPL_(20,50]",Yes,9,9.3,9.3.1,Fischer Lake,,,,Non Federal,Non-Federal,OverSamp,2.818150075,1.016E+13,S,,Y,PROB,"(20,50]",NA,NA,,NLA12_ND-193,ND_NLA12NEW,0,,0,ND,ND,100,38093,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,42,42,42a,42a,14.22247897,ND_>4,89.2,-246229.3359,1074326.902,0.72,0,0,0.620997491,0.897853156,1.203697382,24.1904,533099.6366,81.12,279,3333,Hypereutrophic,52.96,1.4,18.9,NA,Not Assessed,29.7,Good,Good,Good,Fair,Small,Detect,High,High,High,Poor,Poor,Poor,Medium,High,Poor,Good,N
1717,NLA12_ND-194,2012,PLNLOW,TPL,1718.487658,F:500+,No,NLA12NEW,NLA12_BASE,Include,48.94956326,WARD,14179984,14179984,14179984,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,549.48,Region_8,Upper Des Lacs Lake,TargetSampleable,109,,PLNLOW,TPL,1035894,Upper Des Lacs Lake,9,9010002,MAN_MADE,RESERVOIR,48.72020198,-102.1149998,9,OTH_>50,No,9,9.2,9.2.1,Upper Des Lacs Lake,,,,US FWS,National Wildlife Refuge FWS,OverSamp,87.40912022,9.01E+12,T,,Y,PROB,>50,NA,NA,,NLA12_ND-194,ND_NLA12NEW,0,,0,ND,ND,100,38101,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,46,46,46h,46h,48.94956326,ND_>4,307,-454706.0676,1265320.159,0.807692308,0,0,0.121754187,0.206408956,0.267958148,4.9078,287787.7878,460.8,599,5738,Hypereutrophic,78.84,0.08,27.2,16.13,High (>=5 Ppm),61.47,Fair,Poor,Poor,Poor,Small,Detect,Low,High,High,Poor,Poor,Poor,Medium,Low,Poor,Poor,N
1718,NLA12_ND-196,2012,PLNLOW,NPL,172.5442031,E:100-500,No,NLA12NEW,NLA12_BASE,Include,15.3598521,KIDDER,14679296,14679296,14679296,Lake/Pond: Hydrographic Category = Perennial,Included,558.81,Region_8,Long Alakline Lake,TargetSampleable,142,,PLNLOW,NPL,1029979,Long Alakline Lake,10,10130103,NATURAL,NATURAL,47.24136596,-99.83730412,10,NPL_>50,Yes,9,9.3,9.3.1,Long Alakline Lake,,,,Non Federal,Non-Federal,OverSamp,9.599342895,1.01301E+13,S,,Y,PROB,>50,NA,NA,,NLA12_ND-196,ND_NLA12NEW,0,,0,ND,ND,100,38043,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,42,42,42b,42b,15.3598521,ND_>4,96.33333333,-292041.2602,1093500.222,0.863043478,0,0,0.430750241,0.14343418,0.027441309,0.78444,938.648,17.17333333,91,1901,Eutrophic,49.69,0.08,24,6.3,High (>=5 Ppm),5.47,Poor,Fair,Poor,Poor,Small,Detect,Low,Low,Moderate,Poor,Poor,Good,Low,Low,Poor,Poor,N
1719,NLA12_ND-198,2012,PLNLOW,TPL,4.303303461,B:4-10,No,NLA12NEW,NLA12_BASE,Include,98.69635068,ROLETTE,14157518,14157518,14157518,Lake/Pond: Hydrographic Category = Perennial,Included,648.28,Region_8,Unnamed,TargetSampleable,109,,PLNLOW,TPL,NA,,9,9010004,NATURAL,NATURAL,48.87733825,-99.97954534,9,"OTH_(4,10]",No,9,9.2,9.2.1,,,,,Tribal Land - US Census,Non-Federal,OverSamp,0.932052601,9.01E+12,S,,Y,PROB,"(4,10]",NA,NA,,NLA12_ND-198,ND_NLA12NEW,0,,0,ND,ND,100,38079,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,46,46,46b,46b,98.69635068,ND_>4,619,-295310.1604,1274143.664,0.468181818,0,0,4.088382742,2.867447447,2.797494092,0.1386,7059.0253,8.4,78,1875,Eutrophic,59.03,0.22,NA,7.6,High (>=5 Ppm),4.82,Good,Good,Good,Fair,Small,Detect,Low,Low,Low,Fair,Poor,Poor,Medium,Low,Not Assessed,Fair,N
1720,NLA12_ND-199,2012,PLNLOW,TPL,19.19744403,C:10-50,No,NLA12NEW,NLA12_BASE,Include,44.96344247,MCHENRY,14174655,14174655,14174655,Lake/Pond: Hydrographic Category = Perennial,Included,489.28,Region_8,Unnamed,TargetSampleable,109,,PLNLOW,TPL,NA,,9,9010003,NATURAL,NATURAL,47.848299,-100.278256,9,"OTH_(10,20]",No,9,9.2,9.2.1,,,,,Non Federal,Non-Federal,OverSamp,1.806966922,9.01E+12,T,,Y,PROB,"(10,20]",NA,NA,,NLA12_ND-199,ND_NLA12NEW,0,,0,ND,ND,100,38049,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,46,46,46i,46i,44.96344247,ND_>4,282,-322561.7862,1161904.263,0.918032787,0,0,0.469818717,0.159661769,0.035351565,2.97502,303419.1457,6.24,61,2515,Mesotrophic,46.2,0.17,28.6,9.47,High (>=5 Ppm),1.6,Poor,Fair,Poor,Poor,Small,Detect,Low,High,Low,Fair,Poor,Poor,Low,Low,Poor,Good,N
1721,NLA12_ND-202,2012,PLNLOW,NPL,14.35587541,C:10-50,No,NLA12NEW,NLA12_BASE,Include,23.47027919,DIVIDE,21527662,21527662,21527662,Lake/Pond: Hydrographic Category = Perennial,Included,684.75,Region_8,Jensen Lake,TargetSampleable,142,,PLNLOW,NPL,1029656,Jensen Lake,10,10110101,NATURAL,NATURAL,48.6652108,-103.0632567,10,"NPL_(10,20]",Yes,9,9.3,9.3.1,Jensen Lake,,,,Non Federal,Non-Federal,OverSamp,1.827651509,1.01101E+13,T,,Y,PROB,"(10,20]",NA,NA,,NLA12_ND-202,ND_NLA12NEW,0,,0,ND,ND,100,38023,Target_Sampled,NA,ND_NLA12NEW,Target,NA,No,42,42,42d,42d,23.47027919,ND_>4,147.2,-525545.555,1264177.461,0.495833333,0,0,0.679930607,1.90550591,2.871829524,0.16962,252182.0971,39.2,67,4213,Hypereutrophic,34.18,0.41,NA,10,High (>=5 Ppm),4.06,Good,Good,Good,Fair,Small,Detect,Low,High,Moderate,Good,Poor,Good,Low,Low,Not Assessed,Fair,N
1722,NLA12_NE-121,2012,PLNLOW,SPL,159.8335591,E:100-500,No,NLA12NEW,NLA12_BASE,Include,20.93149912,CHERRY,16031200,16031200,16031200,Lake/Pond: Hydrographic Category = Perennial,Included,881.22,Region_7,Middle Marsh Lake,TargetSampleable,143,,PLNLOW,SPL,831269,Middle Marsh Lake,10,10150004,NATURAL,NATURAL,42.51739225,-100.5028037,10,>50,Yes,9,9.3,9.3.4,Middle Marsh Lake,,,,US FWS,National Wildlife Refuge FWS,NLA12NAT,6.269462625,1.015E+13,R,,Y,PROB,>50,NA,NA,,NLA12_NE-121,NE_NLA12NEW,0,,0,NE,NE,100,31031,Target_Sampled,NA,NE_NLA12NEW,Target,NA,No,44,44,44d,44d,20.93149912,NE_>4,38.25,-367549.7905,570693.5295,0.25,0,0,0.955458042,1.640883631,2.289062549,5.7702,2444386.638,218.6666667,374,8475,Hypereutrophic,55.41,0.85,NA,10.9,High (>=5 Ppm),43.21,Good,Good,Good,Fair,Small,Detect,Low,High,High,Good,Fair,Fair,Medium,Medium,Not Assessed,Good,N
1723,NLA12_NE-125,2012,PLNLOW,SPL,10.61118742,C:10-50,No,NLA12NEW,NLA12_BASE,Include,35.96074546,CHERRY,16031146,16031146,16031146,Lake/Pond: Hydrographic Category = Perennial,Included,879.36,Region_7,Tumble Lake,TargetSampleable,143,,PLNLOW,SPL,NA,,10,10150004,NATURAL,NATURAL,42.55808515,-100.5237021,10,"(10,20]",Yes,9,9.3,9.3.4,,,,,Non Federal,Non-Federal,NLA12NAT,1.372779249,1.015E+13,S,,Y,PROB,"(10,20]",NA,NA,,NLA12_NE-125,NE_NLA12NEW,0,,0,NE,NE,100,31031,Target_Sampled,NA,NE_NLA12NEW,Target,NA,No,44,44,44d,44d,35.96074546,NE_>4,65.71428571,-369037.9263,575318.287,0.382121808,0.27,3.05,0.559942853,0.439008002,0.461110538,0.09282,1755199.027,212,455,9088,Hypereutrophic,58.14,0.77,19.3,9.45,High (>=5 Ppm),35.12,Fair,Fair,Fair,Fair,Large,No Detect,No Detect,High,High,Good,Fair,Fair,Medium,Medium,Poor,Good,N
1724,NLA12_NE-127,2012,PLNLOW,SPL,122.2560797,E:100-500,No,NLA12NEW,NLA12_BASE,Include,20.93149912,SHERIDAN,17507438,17507438,17507438,Lake/Pond: Hydrographic Category = Perennial,Included,1180.14,Region_7,Floyd Lake,TargetSampleable,143,,PLNLOW,SPL,829337,Floyd Lake,10,10180009,NATURAL,NATURAL,42.0197906,-102.436373,10,>50,Yes,9,9.3,9.3.4,Floyd Lake,,,,Non Federal,Non-Federal,NLA12NAT,6.509214165,1.018E+13,S,,Y,PROB,>50,NA,NA,,NLA12_NE-127,NE_NLA12NEW,0,,0,NE,NE,100,31161,Target_Sampled,NA,NE_NLA12NEW,Target,NA,No,44,44,44b,44b,20.93149912,NE_>4,38.25,-528941.7099,524258.7577,0.364864865,0.6,8.8,0.666598634,0.912175948,1.205150717,0.0924,46174.067,19.73333333,566,17400,Eutrophic,13.59,0.36,18.3,8.9,High (>=5 Ppm),12.69,Good,Good,Good,Fair,Large,No Detect,No Detect,Moderate,Moderate,Fair,Poor,Fair,Low,Low,Poor,Good,N
1725,NLA12_NE-129,2012,PLNLOW,TPL,43.7105103,C:10-50,No,NLA12NEW,NLA12_BASE,Include,27.9086655,SAUNDERS,17414184,17414184,17414184,Lake/Pond: Hydrographic Category = Perennial,Included,359.2,Region_7,Woodcliff Lake,TargetSampleable,143,,PLNLOW,TPL,NA,,10,10200202,MAN_MADE,MAN_MADE,41.38619711,-96.48110256,10,"(20,50]",Yes,9,9.2,9.2.3,,,,,Non Federal,Non-Federal,NLA12ST,11.61514325,1.02002E+13,S,,Y,PROB,"(20,50]",NA,NA,,NLA12_NE-129,NE_NLA12NEW,0,,0,NE,NE,100,31053,Target_Sampled,NA,NE_NLA12NEW,Target,NA,Yes,47,47,47j,47j,27.9086655,NE_>4,51,-39926.04485,435542.4906,0.814102564,0,0,0.110739296,0.184246579,0.237839207,1.20324,202857.2243,160.64,225,2109,Hypereutrophic,15.74,0.23,NA,10.2,High (>=5 Ppm),17.01,Poor,Poor,Poor,Poor,Small,Detect,Low,High,High,Poor,Poor,Fair,Low,Low,Not Assessed,Good,N
1726,NLA12_NE-133,2012,PLNLOW,SPL,73.73345552,D:50-100,No,NLA12NEW,NLA12_BASE,Include,20.93149912,HOLT,17285003,17285003,17285003,Lake/Pond: Hydrographic Category = Perennial,Included,621.19,Region_7,Goose Lake,TargetSampleable,143,,PLNLOW,SPL,829580,Goose Lake,10,10220001,NATURAL,NATURAL,42.10977927,-98.56233501,10,>50,Yes,9,9.3,9.3.4,Goose Lake,,,,Non Federal,Non-Federal,NLA12ST,5.949549215,1.022E+13,R,,Y,PROB,>50,NA,NA,,NLA12_NE-133,NE_NLA12NEW,0,,0,NE,NE,100,31089,Target_Sampled,NA,NE_NLA12NEW,Target,NA,No,44,44,44c,44c,20.93149912,NE_>4,38.25,-210437.1001,519242.6355,0.38034188,0,0,0.452525244,0.676893362,0.915249572,0.21436,2932.5644,2.66,96,1999,Mesotrophic,51.28,0.39,53.9,7.3,High (>=5 Ppm),1.1,Good,Fair,Fair,Fair,Small,Detect,Low,Low,Low,Good,Good,Fair,Medium,Low,Good,Good,N
1727,NLA12_NE-135,2012,PLNLOW,SPL,11.39640522,C:10-50,No,NLA12NEW,NLA12_BASE,Include,35.96074546,GARDEN,17510480,17510480,17510480,Lake/Pond: Hydrographic Category = Perennial,Included,1179.53,Region_7,Unnamed,TargetSampleable,143,,PLNLOW,SPL,NA,,10,10180009,NATURAL,NATURAL,41.92340362,-102.3884007,10,"(10,20]",Yes,9,9.3,9.3.4,,,,,Non Federal,Non-Federal,NLA12ST,1.308100197,1.018E+13,S,,Y,PROB,"(10,20]",NA,NA,,NLA12_NE-135,NE_NLA12NEW,0,,0,NE,NE,100,31069,Target_Sampled,NA,NE_NLA12NEW,Target,NA,No,44,44,44b,44b,35.96074546,NE_>4,65.71428571,-525729.5876,513234.6546,0.916666667,0.5,19,0.026663945,0.007870371,0,0.10619,29224.093,233.6,3636,51313,Hypereutrophic,42.7,0.45,18.2,13.2,High (>=5 Ppm),158.1,Poor,Poor,Poor,Poor,Large,Detect,Low,Moderate,High,Poor,Poor,Poor,Low,Low,Poor,Good,N
