Order,SITE_ID,VISIT_NO,UID,dD,d18O,E_I,Water_yield_m,Modeled_Water_yield_m,RT_iso,RT_modeled,Volume_Corrected_m3,Lake_precip_m,Lake_evap_m,P_E_deficit_m,Wyield_P_E_m
1097,NLA12_VT-109,1,1000054,-42.18,-6.08,0.167027988,0.26066129,0.79001,0.216555028,0.063706308,82622.19082,1.290010004,0.584747657,0.705262347,-0.444601057
1098,NLA12_VT-110,1,1000167,-64.02,-8.72,0.074030119,0.263623677,0.66535,0.672323049,0.251689297,376901.1932,1.153310005,0.579319416,0.573990589,-0.310366912
1099,NLA12_VT-112,1,6953,-66.39,-8.98,0.036918428,0.909116562,0.52083,0.111563497,0.176257556,204592.2418,1.014139988,0.623379952,0.390760036,0.518356527
1100,NLA12_VT-112,2,8199,-58.35,-7.66,0.076554664,0.438420768,0.52083,0.231339913,0.176257556,204592.2418,1.014139988,0.623379952,0.390760036,0.047660733
1101,NLA12_VT-114,1,1000097,-70.92,-9.74,0.042984277,2.162003585,0.65449,0.929910667,2.286907986,20157786.41,1.268459991,0.524773595,0.743686396,1.418317189
1102,NLA12_VT-115,1,1000141,-56.2,-8.17,0.028718433,3.54625144,0.56863,0.1853678,0.854772586,222077.8852,1.065130001,0.541248829,0.523881172,3.022370268
1103,NLA12_VT-R01,1,7056,-67.24,-9.47,0.041261599,1.613422427,0.61632,0.133274636,0.280709923,217247.8085,1.205319992,0.536026633,0.669293359,0.944129068
1104,NLA12_VT-R02,1,7096,-54.07,-7.1,0.091620304,2.04525068,0.49065,1.478347899,3.651676451,2519314.643,1.072100016,0.595513305,0.47658671,1.568663969
1105,NLA12_WA-101,1,7179,-34.24,-3.53,2.830229551,0.031655324,1.41844,3.129994847,0.05742638,105954.3081,1.862390018,0.543648627,1.318741391,-1.287086067
1106,NLA12_WA-101,2,8157,-24.52,-1.48,20.10809348,0.004455511,1.41844,22.23785309,0.05742638,105954.3081,1.862390018,0.543648627,1.318741391,-1.31428588
1107,NLA12_WA-102,1,7685,-85.96,-11.55,0.009006851,1.518695593,2.05147,0.010855187,0.007868123,89654.44307,1.570220014,0.490544963,1.079675052,0.439020541
1108,NLA12_WA-103,1,8238,-58.99,-7.25,0.110979589,0.482809133,0.540996667,1.55575229,1.181209205,36336383.27,1.039899991,0.587119944,0.452780047,0.030029086
1109,NLA12_WA-104,1,8496,-118.42,-14.6,0.178246454,0.000502878,0.461961786,0.53707656,0.000584618,54573437.05,0.17141,0.703214459,-0.531804459,0.532307337
1110,NLA12_WA-106,1,1000087,-66.84,-8.95,0.047134891,1.711236716,0.99461,0.128587189,0.182746224,1342911.139,1.521370019,0.585790623,0.935579396,0.77565732
1111,NLA12_WA-107,1,1000107,-67.12,-9.37,0.056834012,0.072177929,1.1776375,0.644547447,0.039189469,7250488.591,1.45678998,0.631066041,0.825723939,-0.75354601
1112,NLA12_WA-108,1,7258,-103.95,-13.28,0.006930057,1.248327471,0.340591667,0.076275388,0.270824248,7500354.48,0.719160007,0.566133912,0.153026095,1.095301376
1113,NLA12_WA-109,1,7915,-68.67,-8.6,0.099517984,0.92935186,0.86233,1.890701428,1.626614854,1140819.553,1.371590001,0.582154326,0.789435675,0.139916186
1114,NLA12_WA-110,1,8783,-63.88,-8.25,0.055396074,0.099585389,0.90824,0.274895184,0.029731738,202171.5369,1.28599999,0.567027983,0.718972007,-0.619386618
1115,NLA12_WA-111,1,1000136,-79.25,-7.22,0.216705079,0.064329802,0.02807,2.418371544,4.555875145,5771022.037,0.294129998,0.674637257,-0.38050726,0.444837061
1116,NLA12_WA-112,1,7257,-113.4,-14.51,0.151325167,0.484900059,0.34788,0.881108854,0.967000028,870846.5141,0.709230004,0.553927822,0.155302183,0.329597876
1117,NLA12_WA-114,1,8319,-66.45,-9.31,0.06091066,0.023660478,0.809462143,0.120985774,0.003520533,1255646.529,1.462659975,0.57781925,0.884840726,-0.861180247
1118,NLA12_WA-115,1,8391,-110.95,-13.39,0.047924381,0.47530403,0.32891,0.43184945,0.569557703,214887.5474,0.799879999,0.578886775,0.220993224,0.254310806
1119,NLA12_WA-116,1,8495,-104.86,-11.74,0.35075712,0.137850856,0.00752,5.99572028,42.90345479,6429314.893,0.172159999,0.70878143,-0.536621431,0.674472287
1120,NLA12_WA-118,1,6925,-72.22,-9.4,0.031841448,0.033729739,1.06018,0.120796525,0.003834784,141705.7365,1.252359983,0.58122713,0.671132853,-0.637403115
1121,NLA12_WA-120,1,8444,-105.38,-12.74,0.050119743,0.195058226,0.18427,0.324955943,0.325837055,791250.7333,0.621129999,0.591801579,0.02932842,0.165729806
1122,NLA12_WA-121,1,6984,-63.89,-7.66,0.110843912,0.705659888,0.52601,0.843496914,0.908593783,1037715.76,0.996770004,0.603950955,0.392819049,0.312840839
1123,NLA12_WA-124,1,8442,-80.52,-7.44,0.29721867,0.115914561,0.11591,2.40741506,2.01909391,2472976.886,0.410890006,0.634860478,-0.223970473,0.339885034
1124,NLA12_WA-125,1,8182,-50.82,-7.64,0.093432694,0.055055468,1.85095,0.359627227,0.010580937,165631.0501,2.211340016,0.560694966,1.65064505,-1.595589583
1125,NLA12_WA-126,1,7256,-113.29,-15.17,0.040020535,0.161633249,0.88651,0.195396003,0.034961974,397295.9827,1.304320017,0.50136874,0.802951277,-0.641318028
1126,NLA12_WA-129,1,1000113,-88.66,-12.68,0,,2.05042,,0.183200201,50346.54418,2.389890033,0.505659339,1.884230695,
1127,NLA12_WA-131,1,1000134,-89.42,-7.97,0.685689416,0.03909536,0.06402,4.425322195,2.120998685,336708.4958,0.392970004,0.600258671,-0.207288667,0.246384027
1128,NLA12_WA-133,1,7956,-51.16,-5.1,0.713191294,0.028006598,0.12699,1.284980158,0.242727404,269511.942,0.603610001,0.566706112,0.036903889,-0.008897291
1129,NLA12_WA-133,2,8657,-47.19,-4.23,1.059134657,0.018858851,0.12699,1.908277667,0.242727404,269511.942,0.603610001,0.566706112,0.036903889,-0.018045039
1130,NLA12_WA-138,1,7055,-62.29,-7.4,0.116500871,4.040344177,0.60601,0.9938715,2.75002159,1263738.482,1.121530016,0.618021655,0.503508362,3.536835815
1131,NLA12_WA-141,1,7148,-53.73,-6.33,-1.12440211,-0.153336633,0.74021,-2.874270003,0.401001331,749778.1673,1.227190013,0.589586103,0.63760391,-0.790940543
1132,NLA12_WA-146,1,8291,-93.34,-12.91,0.00149845,2.224924141,1.41878,0.006924109,0.010760304,83527.81659,1.761810005,0.454332783,1.307477222,0.917446919
1133,NLA12_WA-147,1,1000194,-91.4,-8.83,0.142130702,0.032804608,0.01809,0.713384179,1.139461457,78017.19054,0.337819996,0.643416419,-0.305596424,0.338401032
1134,NLA12_WA-151,1,8627,-101.29,-14.09,0,,2.609009487,,0.87752917,1277690268,2.727719991,0.552307105,2.175412887,
1135,NLA12_WA-154,1,8782,-56.23,-5.73,0.194976647,0.680378574,0.31371,0.413436433,0.562893046,24871.76427,0.839990011,0.599035967,0.240954044,0.43942453
1136,NLA12_WA-157,1,6983,-74.41,-10.33,0.045332451,0.278069209,1.91365,0.036519123,0.005157124,112064.4237,2.533329974,0.576007768,1.957322206,-1.679252997
1137,NLA12_WA-159,1,8552,-102.07,-13.21,0.105330358,0.590952166,0.00809,0.808671229,16.40298787,233131.1628,0.223850002,0.662114317,-0.438264315,1.029216481
1138,NLA12_WA-R08,1,7538,-100.58,-10.86,0.391163395,0.179060502,0.0068,2.214423604,17.3503543,957004.2911,0.161060002,0.702711048,-0.541651046,0.720711548
1139,NLA12_WA-R09,1,7642,-110.23,-12.48,0.326068278,4.43593E-06,0.489662016,5.61608718,5.0877E-05,4864510.391,0.206420003,0.699182298,-0.492762295,0.492766731
1140,NLA12_WA-R10,1,7621,-75.71,-5.98,0.270063852,0.083989607,0.00757,1.860085147,11.94448259,788517.2292,0.172159999,0.70878143,-0.536621431,0.620611039
1141,NLA12_WA-R11,1,7743,-99.37,-13.51,0.029438756,2.394741361,1.95588,0.105784468,0.1107272,27988.42475,2.234139968,0.474459197,1.759680771,0.63506059
1142,NLA12_WI-101,1,1000023,-40.44,-5.27,0.114916072,0.091344801,0.140178906,0.542500156,0.330990469,44451295.06,0.661450001,0.72802389,-0.066573889,0.15791869
1143,NLA12_WI-101,2,1000154,-36.27,-4.65,0.158969822,0.066031311,0.140178906,0.75047077,0.330990469,44451295.06,0.661450001,0.72802389,-0.066573889,0.1326052
1144,NLA12_WI-102,1,1000028,-45.14,-6.16,0.07567178,0.135672743,0.214177333,0.682274773,0.412978974,20273036.25,0.693390008,0.714372616,-0.020982608,0.156655351
1145,NLA12_WI-103,1,1000116,-52.06,-6.78,0.101588617,0.043078422,0.130016667,0.419598168,0.134354247,720020.1686,0.689029986,0.667061221,0.021968766,0.021109656
1146,NLA12_WI-104,1,1000121,-51.56,-5.81,0.225503481,0.158263228,0.101536667,2.164436268,2.32641671,23204691.02,0.733420004,0.572665589,0.160754415,-0.002491187
1147,NLA12_WI-106,1,1000188,-47.82,-6.31,0.249717017,0.035110563,0.16418,1.095130127,0.219906031,944428.8345,0.742729994,0.610295768,0.132434226,-0.097323663
1148,NLA12_WI-107,1,1000135,-49.36,-6.66,0.054408568,0.141946899,0.193100833,0.645321034,0.45625386,15598386.83,0.711460008,0.716623156,-0.005163148,0.147110047
1149,NLA12_WI-108,1,1000109,-44.72,-5.45,0.239547645,0.056589779,0.143222632,0.989235797,0.355214274,15621438.78,0.694489997,0.654957315,0.039532682,0.017057097
1150,NLA12_WI-109,1,8193,-48.87,-5.93,0.268671972,0.049937687,0.115045357,0.387826408,0.149251622,15253185.16,0.651099999,0.593603854,0.057496145,-0.007558458
1151,NLA12_WI-110,1,1000147,-63.55,-8.95,0.041505836,11.14476637,0.20631,0.395573929,6.607177818,439174.4862,0.681549997,0.68397789,-0.002427893,11.14719426
1152,NLA12_WI-111,1,8430,-23.98,-0.89,0.699491122,0.192235104,0.12503,2.037846823,1.523579537,1580707.084,0.638420006,0.649897908,-0.011477902,0.203713006
1153,NLA12_WI-112,1,1000108,-26.32,-0.53,0.887704369,0.193334024,0.05722,1.862557103,1.626014472,156902.8613,0.58099,0.607111999,-0.026121999,0.219456023
1154,NLA12_WI-112,2,1000204,-23.85,-0.09,1.002137721,0.171257357,0.05722,2.102658043,1.626014472,156902.8613,0.58099,0.607111999,-0.026121999,0.197379357
1155,NLA12_WI-113,1,1000039,-52.08,-7.1,0.038489015,1.113213624,0.25105,0.364134162,1.36178123,497591.141,0.765370005,0.703445211,0.061924794,1.05128883
1156,NLA12_WI-115,1,8194,-33.44,-2.38,0.667597306,0.169455347,0.09013,2.36498527,1.774066355,109429.8668,0.702879995,0.585667556,0.117212439,0.052242908
1157,NLA12_WI-117,1,1000044,-25.84,-1.19,0.468046387,0.028632744,0.24507,1.335367564,0.148165702,123462.1413,0.673289997,0.694761861,-0.021471864,0.050104608
1158,NLA12_WI-120,1,1000138,-33.83,-3.16,0.243352797,0.146691802,0.12001,0.135112554,0.125237926,17659.77606,0.772989998,0.721451773,0.051538225,0.095153577
1159,NLA12_WI-122,1,1000222,-40.38,-4.77,0.107381554,2.592515294,0.05506,0.132532519,1.146001132,36834.38571,0.649539995,0.738786163,-0.089246168,2.681761462
1160,NLA12_WI-127,1,1000119,-34.42,-3.38,0.349066255,0.112781553,0.08453,0.248515284,0.234799552,31364.84385,0.62237,0.703267969,-0.080897969,0.193679522
1161,NLA12_WI-128,1,1000144,-58.43,-8.27,0.030900545,0.094413894,0.15524,0.08164977,0.048739436,30681.57593,0.676719992,0.674972241,0.001747751,0.092666143
1162,NLA12_WI-128,1,1000144,-46.72,-5.75,0.030900545,0.094413894,0.15524,0.08164977,0.048739436,30681.57593,0.676719992,0.674972241,0.001747751,0.092666143
1163,NLA12_WI-128,1,1000144,-46.72,-5.75,0.167840091,0.017382264,0.15524,0.443490714,0.048739436,30681.57593,0.676719992,0.674972241,0.001747751,0.015634514
1164,NLA12_WI-128,1,1000144,-46.72,-5.75,0.167840091,0.017382264,0.15524,0.443490714,0.048739436,30681.57593,0.676719992,0.674972241,0.001747751,0.015634514
1165,NLA12_WI-129,1,1000127,-46.72,-5.75,0.131034749,0.687018403,0.19906,0.181052014,0.434261184,19020.66937,0.642839998,0.662350918,-0.019510919,0.706529322
1166,NLA12_WI-131,1,1000082,-62.69,-8.23,0.075520834,0.287790704,0.093155,0.325136865,0.778203316,2896738.695,0.716839998,0.575218431,0.141621567,0.146169137
1167,NLA12_WI-132,1,8427,-58.55,-7.77,0.073766307,0.038585084,0.104518,0.040017713,0.014390077,121458.9113,0.616579998,0.63032836,-0.013748362,0.052333446
1168,NLA12_WI-133,1,8426,-44.26,-5.19,0.140142006,0.207489405,0.15974,1.25160478,1.299020468,770246.0537,0.910580006,0.659049007,0.251530998,-0.044041594
1169,NLA12_WI-134,1,7808,-6.77,1.47,0.736234258,0.050069256,0.12763,0.67113953,0.207919749,76564.83156,0.665179995,0.7214528,-0.056272805,0.106342061
1170,NLA12_WI-135,1,8429,-29.32,-1.54,0.76685343,0.080384463,0.25298,1.280865148,0.309652789,442941.6586,0.777390013,0.602573373,0.17481664,-0.094432176
1171,NLA12_WI-136,1,1000050,-38.2,-4.4,0.159362457,0.0068131,0.20407,0.230204178,0.007647207,225841.6175,0.674360005,0.714304214,-0.039944208,0.046757309
1172,NLA12_WI-138,1,1000180,-31.47,-2.14,0.65987058,0.081510642,0.18723,3.043994599,1.022739267,350897.3167,0.62765,0.609684702,0.017965298,0.063545344
1173,NLA12_WI-140,1,6776,-40.23,-5.17,0.119619442,0.006360792,0.140723729,0.054083818,0.002432074,293813.582,0.690819996,0.724123,-0.033303005,0.039663796
1174,NLA12_WI-142,1,1000217,-54.02,-6.97,0.074392361,0.204191401,0.19257,0.235875591,0.224386224,64179.42475,0.850839981,0.585435556,0.265404425,-0.061213023
1175,NLA12_WI-144,1,7735,-41.2,-4.71,0.296174499,0.022154137,0.11614,0.568486289,0.102275909,44060.29612,0.650069998,0.609289456,0.040780542,-0.018626405
1176,NLA12_WI-147,1,1000193,-33.51,-3.05,0.511423454,0.005847719,0.18028,0.71874328,0.022869415,88999.97332,0.72501,0.618977432,0.106032568,-0.100184849
1177,NLA12_WI-151,1,1000118,-34.23,-2.92,0.505718564,0.05082263,0.25642,0,0,0,0.826469997,0.599570891,0.226899106,-0.176076477
1178,NLA12_WI-152,1,1000034,-38.24,-5.14,0.11490151,0.453303186,0.18162,0.863385204,1.706534935,38410744.1,0.656900009,0.717003238,-0.060103229,0.513406415
1179,NLA12_WI-153,1,1000218,-37.59,-3.75,0.253081779,0.886722192,0.09352,0.484497048,1.365839131,24539.61519,0.718140011,0.729157485,-0.011017474,0.897739666
1180,NLA12_WI-154,1,1000083,-39.72,-4.25,0.431162673,0.069032362,0.12751,2.926215717,1.204473271,65011.07952,0.780869999,0.578141686,0.202728313,-0.133695951
1181,NLA12_WI-155,1,1000115,-46.12,-5.73,0.196826776,0.032803093,0.13677,0.186510084,0.042737613,243791.2504,0.652139996,0.659434054,-0.007294059,0.040097152
1182,NLA12_WI-157,1,1000223,-52.38,-7.48,0.006378362,0.900514781,0.096275,0.021963239,0.193939033,353511.3136,0.687819992,0.692299455,-0.004479463,0.904994244
1183,NLA12_WI-161,1,7943,-69.05,-10.02,0,,0.19955,,0.009021548,19289.17379,0.685549995,0.690203604,-0.004653609,
1184,NLA12_WI-163,1,1000185,-39.29,-4.72,0.349023248,0.151655338,0.34783,0.756519177,0.273495221,723443.134,0.827219998,0.610969399,0.2162506,-0.064595261
1185,NLA12_WI-166,1,1000100,-49.37,-7.42,0.000224398,14.72396096,0.08874,0.000202627,0.032603491,71901.31945,0.598319998,0.714258498,-0.1159385,14.83989946
1186,NLA12_WI-168,1,1000059,-29.4,-3.26,0.218648933,0.350957755,0.215813333,0.940952134,1.141839431,9019152.89,0.682530006,0.713562018,-0.031032012,0.381989767
1187,NLA12_WI-170,1,1000203,-48.03,-5.4,0.288238602,0.180031475,0.09692,1.201962406,1.340494422,565567.1519,0.715100006,0.57526133,0.139838676,0.040192799
1188,NLA12_WI-171,1,1000189,-33.44,-2.95,0.429138474,0.299329206,0.17566,3.654907601,3.423278924,832194.9882,0.747169996,0.666863254,0.080306743,0.219022464
1189,NLA12_WI-172,1,1000063,-58.52,-8.38,0.030019023,0.044112728,0.169389231,0.019934154,0.005151879,167417.7227,0.696170003,0.711313225,-0.015143222,0.05925595
1190,NLA12_WI-173,1,1000207,-47.63,-6.31,0.072182352,0.322932832,0.168175,0.110084315,0.184382057,2569162.819,0.733939997,0.694598584,0.039341413,0.283591419
1191,NLA12_WI-174,1,1000220,-41.15,-3.19,0.524064906,0.546470874,0.13385,3.694667057,4.154438759,222382.036,0.710930002,0.578175848,0.132754154,0.41371672
1192,NLA12_WI-176,1,1000202,-53.21,-6.5,0.125647016,0.084925766,0.08025,1.022903883,0.949079222,1484801.897,0.655839998,0.620315363,0.035524635,0.049401131
1193,NLA12_WI-179,1,8192,-36.12,-2.94,0.577718443,0.176196817,0.11626,2.380627923,1.789105741,5125309.878,0.675630003,0.581883267,0.093746735,0.082450081
1194,NLA12_WI-181,1,8428,-37.13,-3.96,0.233388539,0.017463947,0.13623,1.390658182,0.171914209,1182392.896,0.811669998,0.65635788,0.155312118,-0.137848171
1195,NLA12_WI-183,1,1000219,-33.64,-2.05,0.664898806,0.615332758,0.23357,6.014489792,4.80548041,2407024.326,0.765789995,0.583909494,0.181880501,0.433452256
1196,NLA12_WI-188,1,1000208,-10.45,1.24,0.625652714,0.127373582,0.13352,0.913722515,0.547999158,99662.62124,0.717829995,0.725399144,-0.007569148,0.13494273
1197,NLA12_WI-R06,1,6633,-42.02,-3.68,0.391529701,0.23664131,0.11841,1.763831625,1.743671731,1246994.004,0.747090004,0.572216296,0.174873708,0.061767602
1198,NLA12_WI-R08,1,6253,-57.01,-7.5,0.09085259,0.338907116,0.115,0.149996519,0.33806285,17832.04079,0.716519991,0.623731342,0.092788649,0.246118467
1199,NLA12_WI-R11,1,6237,-37.07,-2.43,0.550232772,0.014460601,0.11467,0.568521226,0.066549703,15226.37892,0.648810005,0.582391392,0.066418613,-0.051958012
1200,NLA12_WI-R12,1,7758,-34.18,-2.08,0.635049798,0.093751638,0.1065,2.821036518,1.490440713,245796.6543,0.695320002,0.583481133,0.111838868,-0.018087231
1201,NLA12_WI-R13,1,7785,-32.39,-2.47,0.6570154,0.177732505,0.0894,2.013451864,1.560084798,1733103.615,0.702760008,0.586241173,0.116518835,0.06121367
1202,NLA12_WV-101,1,6692,-49.91,-7.45,0.009881188,9.085476373,0.65675,0.033397205,0.360561208,1289022.268,1.28936002,0.626374543,0.662985477,8.422490896
1203,NLA12_WV-101,2,8299,-43.18,-6.2,0.140910413,0.637109055,0.65675,0.476259936,0.360561208,1289022.268,1.28936002,0.626374543,0.662985477,-0.025876422
1204,NLA12_WV-102,1,6554,-42.77,-6.81,0.050165577,0.118024621,0.690011379,0.16045842,0.027071054,7937326.039,1.19803001,0.742232719,0.455797291,-0.33777267
1205,NLA12_WV-105,1,8470,-30.26,-4.65,0.105538109,0.011792239,0.50594,0.109640899,0.002544076,20702.31831,1.36161998,0.74823029,0.61338969,-0.601597451
1206,NLA12_WV-106,1,6590,-39.3,-6.2,0.092317786,0.503133167,0.565051176,0.651090263,0.510648517,80715957.58,1.210559994,0.735425057,0.475134937,0.02799823
1207,NLA12_WV-111,1,6827,-40.03,-5.94,0.097095903,0.064690599,0.6944,0.475517429,0.043542469,182852.8676,1.38025,0.718197252,0.662052748,-0.597362149
1208,NLA12_WV-112,1,6877,-21.22,-2.63,0.313497849,0.348889622,0.38275,0.48726676,0.320274848,123280.9364,1.053319995,0.77816309,0.275156905,0.073732718
1209,NLA12_WV-112,2,8394,-12.76,-0.56,0.527701515,0.207268964,0.38275,0.820201505,0.320274848,123280.9364,1.053319995,0.77816309,0.275156905,-0.067887941
1210,NLA12_WV-113,1,6806,-43.29,-6.85,0.055246907,0.038927239,0.6368,0.156009852,0.009489309,70916.21859,0.982999992,0.663370623,0.31962937,-0.280702131
1211,NLA12_WV-115,1,6714,-41.23,-6.02,0.099954879,0.040240823,0.2706,0.302354274,0.044104066,318106.472,0.892449997,0.68116347,0.211286527,-0.171045704
1212,NLA12_WV-R01,1,6837,-46.53,-6.87,0.066219019,0.662740762,0.62643,0.194872978,0.180622355,140272.2231,1.381319996,0.684212044,0.697107952,-0.03436719
1213,NLA12_WY-101,1,6991,-131.52,-16.53,0.138814298,0.567279088,0.00825,0.275362256,4.683062272,216829.7205,0.207799996,0.65178234,-0.443982344,1.011261432
1214,NLA12_WY-101,2,8594,-130.81,-16.45,0.13808011,0.570295374,0.00825,0.273905867,4.683062272,216829.7205,0.207799996,0.65178234,-0.443982344,1.014277719
1215,NLA12_WY-102,1,7406,-131.46,-16.5,0.135586018,0.005015376,0.081134827,1.89476263,0.116543384,482580752.3,0.391619997,0.657276001,-0.265656005,0.270671381
1216,NLA12_WY-103,1,7499,-121.28,-15.41,0.053995088,0.70486295,0.467052632,1.508611497,2.167049305,253199791.9,0.275260001,0.443074133,-0.167814132,0.872677082
1217,NLA12_WY-104,1,6999,-100.72,-11.29,0.092039795,0.661422639,0.05648,1.602376436,12.87736688,144308634.1,0.2806,0.661504637,-0.380904637,1.042327277
1218,NLA12_WY-105,1,7026,-120.69,-14.99,0.174421471,0.024898458,0.087635135,1.3963863,0.392893006,35033348.66,0.09944,0.504021928,-0.404581928,0.429480386
1219,NLA12_WY-107,1,7000,-81.72,-10.01,0.070096875,0.005609831,0.012965556,0.106789731,0.045624308,533781.1959,0.273250003,0.651229059,-0.377979055,0.383588887
1220,NLA12_WY-115,1,7698,-113.27,-14.18,0.104759764,0.024985114,0.093919231,0.564994582,0.148182427,2453169.168,0.257019998,0.500251334,-0.243231336,0.26821645
1221,NLA12_WY-116,1,7859,-114.49,-13.74,0.211606611,0.053650544,0.22632,2.038275548,0.453417797,823821.4674,0.540830003,0.413229391,0.127600611,-0.073950067
1222,NLA12_WY-117,1,7498,-127.84,-16.74,0.069584051,0.086073036,0.44821,1.724617884,0.325061026,1277890.209,0.558479995,0.39574243,0.162737565,-0.076664529
1223,NLA12_WY-120,1,7497,-130.4,-17.24,0.042219035,0.061831945,0.549691667,1.099267401,0.123015592,19458375.14,0.446370001,0.410494184,0.035875816,0.025956129
1224,NLA12_WY-124,1,7383,-130.62,-17.06,0.068056278,0.367545199,0.756026242,1.255117155,0.578206778,912945330.8,0.76137,0.455544874,0.305825126,0.061720073
1225,NLA12_WY-124,2,8631,-128.59,-16.78,0.072156689,0.346658896,0.756026242,1.330738343,0.578206778,912945330.8,0.76137,0.455544874,0.305825126,0.04083377
1226,NLA12_WY-125,1,8458,-119.85,-15.7,0.07336049,0.428223797,0.75939,1.955277663,0.993763544,1296503.863,0.938149992,0.354393559,0.583756433,-0.155532636
1227,NLA12_WY-130,1,7006,-78.41,-6.21,0.400722689,0.878290061,0.00495,0.648326762,6.078040732,244373.4882,0.158979999,0.630567067,-0.471587068,1.349877129
1228,NLA12_WY-131,1,7089,-125.04,-16.51,0.048466176,0.010562727,0.197672075,0.128849828,0.006876255,966711.3684,0.238859999,0.47720254,-0.238342541,0.248905268
1229,NLA12_WY-133,1,7631,-123.82,-16.65,0.011383072,4.215640838,0.59692,0.180058682,1.097258049,1793441.922,0.699359993,0.353780789,0.345579204,3.870061634
1230,NLA12_WY-135,1,7088,-112.05,-13.93,0.167810954,0.001519414,0.010985,0.34433085,0.046981844,20126.53047,0.329879998,0.557703663,-0.227823665,0.22934308
